# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,
# Thu Dec 12 19:17:15 2019,,,,,,
#,,,,,,
# User preference: *,,,,,,
#,,,,,,
# CONSTRAINT:  where (koi_disposition not like '%CANDIDATE%'),,,,,,
#,,,,,,
# COLUMN kepid:          KepID,,,,,,
# COLUMN koi_tce_plnt_num: TCE Planet Number,,,,,,
# COLUMN koi_period:     Orbital Period [days],,,,,,
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days],,,,,,
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days],,,,,,
# COLUMN koi_time0bk:    Transit Epoch [BKJD],,,,,,
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD],,,,,,
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD],,,,,,
# COLUMN koi_duration:   Transit Duration [hrs],,,,,,
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs],,,,,,
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs],,,,,,
# COLUMN koi_disposition: Exoplanet Archive Disposition,,,,,,
# COLUMN kepoi_name:     KOI Name,,,,,,
#,,,,,,
kepid,koi_tce_plnt_num,koi_period,koi_time0bk,koi_duration,koi_disposition,kepoi_name
5553652,1,24.3282251,141.05149,6.158,FALSE POSITIVE,K01575.01
5299459,1,10.41572666,143.04774,2.7719,CONFIRMED,K01576.01
11153121,1,14.97031664,134.50507,5.884,CONFIRMED,K01647.01
11153121,2,32.2753853,149.046,8.622,CONFIRMED,K01647.02
3967760,1,5.52418625,135.62306,2.826,CONFIRMED,K01760.01
3967760,2,8.77514782,133.70319,3.176,CONFIRMED,K01760.02
4067336,1,10.12742274,135.26504,1.2762,FALSE POSITIVE,K01761.01
5387843,1,0.870693883,132.083949,1.2137,FALSE POSITIVE,K01762.01
7549209,1,27.5071114,151.84775,5.907,CONFIRMED,K01518.01
7663405,1,5.1443645,133.83044,2.703,CONFIRMED,K01519.01
9765975,1,18.45848388,138.1635,3.3703,CONFIRMED,K01520.01
9818462,1,25.9421582,156.18894,4.045,CONFIRMED,K01521.01
5299459,2,13.08424286,132.63129,3.0401,CONFIRMED,K01576.02
9651668,1,2.684328541,133.3548095,2.69382,CONFIRMED,K00183.01
12506770,1,2.806243488,133.7314,1.6271,CONFIRMED,K01577.01
5629985,1,2.27190723,134.79852,5.383,FALSE POSITIVE,K01578.01
9898364,1,7.132351753,134.473083,2.9674,FALSE POSITIVE,K01579.01
11337372,1,6.53194024,136.03223,3.3351,CONFIRMED,K01650.01
11337833,1,51.3011844,153.52571,5.359,CONFIRMED,K01651.01
11546211,1,1.097211085,131.517201,1.6738,FALSE POSITIVE,K01654.01
11547505,1,0.938466959,135.600698,1.3015,CONFIRMED,K01655.01
11502867,1,3.217518511,133.6320632,2.11481,CONFIRMED,K00195.01
9909735,1,4.66271902,134.08296,2.757,CONFIRMED,K01779.01
9909735,2,11.8150174,133.08929,2.834,CONFIRMED,K01779.02
11551692,1,7.834433676,135.222143,2.89,CONFIRMED,K01781.01
11551692,2,3.005156911,137.103362,2.0747,CONFIRMED,K01781.02
12266636,1,33.3856176,148.92764,5.0361,CONFIRMED,K01522.01
9850893,1,8.48039789,135.85018,6.249,FALSE POSITIVE,K01523.01
4826110,1,1.333395306,134.18228,1.188,FALSE POSITIVE,K01524.01
7869917,1,7.71467686,133.55635,4.5871,CONFIRMED,K01525.01
9824805,1,4.4444826,133.46308,3.686,CONFIRMED,K01526.01
5193400,1,21.3781146,147.2124,19.359,FALSE POSITIVE,K01580.01
7939330,2,144.551628,265.9401,16.599,CONFIRMED,K01581.02
12602568,1,8.04727721,137.2073,5.159,CONFIRMED,K01583.01
9941066,1,5.87063416,137.24813,2.5736,CONFIRMED,K01584.01
5972334,1,15.35876777,132.385085,4.1223,CONFIRMED,K00191.01
4832197,1,0.94773253,137.12993,1.7645,FALSE POSITIVE,K01661.01
4844004,1,0.784031658,133.38391,0.7773,FALSE POSITIVE,K01662.01
7831264,2,13.07141889,144.44217,3.0946,CONFIRMED,K00171.02
9761199,1,0.692015479,133.114177,1.1315,FALSE POSITIVE,K01459.01
7751571,1,17.0421346,363.97428,7.507,FALSE POSITIVE,K01460.01
9579499,1,7.94671044,140.708207,2.8419,FALSE POSITIVE,K01461.01
11913013,1,3.74781242,355.31325,5.241,FALSE POSITIVE,K01462.01
7691260,1,3.989544192,134.0989,1.591,CONFIRMED,K01528.01
9821454,1,17.9776037,147.7515,4.605,CONFIRMED,K01529.01
9821454,2,11.8693144,137.721,4.653,CONFIRMED,K01529.02
11954842,1,12.98494603,139.78207,3.4497,CONFIRMED,K01530.01
7972785,1,7.300735516,133.5664741,5.78725,FALSE POSITIVE,K00184.01
5470739,1,19.17893976,139.74552,5.144,CONFIRMED,K01585.01
10022908,1,6.99130452,135.46291,2.1568,CONFIRMED,K01586.01
5617854,1,3.517494725,135.546724,1.5639,CONFIRMED,K01588.01
4932442,1,6.93365167,137.07375,4.608,CONFIRMED,K01665.01
5183357,1,61.0373591,175.17671,8.378,CONFIRMED,K01669.01
5269467,1,33.8677783,137.51532,3.72,CONFIRMED,K01672.01
7672940,1,1064.268096,144.086072,11.5521,FALSE POSITIVE,K01463.01
7838655,1,2.113202658,356.32832,3.5234,FALSE POSITIVE,K01464.01
7770450,1,1.157808038,354.74488,3.6705,FALSE POSITIVE,K01467.01
11455491,1,6.14281498,135.16169,4.624,FALSE POSITIVE,K00178.01
11764462,1,5.69919592,136.58738,2.3906,CONFIRMED,K01531.01
11656246,1,18.11473813,147.4904,5.2706,CONFIRMED,K01532.01
7808587,1,6.24145791,134.88892,3.0998,CONFIRMED,K01533.01
4741126,1,20.4222447,146.9837,6.22,CONFIRMED,K01534.01
5301750,1,8.72585478,138.76838,4.473,CONFIRMED,K01589.01
5301750,2,12.88291395,135.18736,5.676,CONFIRMED,K01589.02
5301750,3,27.4345973,145.12322,5.038,CONFIRMED,K01589.03
5301750,4,4.22453631,135.42908,3.128,CONFIRMED,K01589.04
5301750,5,44.5520266,160.29386,6,CONFIRMED,K01589.05
5526717,1,52.069002,178.15525,3.0089,CONFIRMED,K01677.01
5530882,1,5.0825188,132.95792,3.328,FALSE POSITIVE,K01680.01
6034945,1,9.11500269,133.97523,4.558,CONFIRMED,K01683.01
9851226,1,8.48031942,135.85217,7.297,FALSE POSITIVE,K01468.01
8692861,1,13.7223682,137.84083,5.1231,CONFIRMED,K00172.01
7543649,1,3.582076914,355.515064,4.4228,FALSE POSITIVE,K01469.01
11858748,1,1.780984316,177.8249,2.173,FALSE POSITIVE,K01471.01
4741126,2,7.63846084,138.24557,3.957,CONFIRMED,K01534.02
11669125,1,70.6981724,188.56795,6.632,CONFIRMED,K01535.01
12159249,1,3.74443645,133.55997,2.9191,CONFIRMED,K01536.01
9963461,1,10.5815819,183.008458,6.66929,FALSE POSITIVE,K01538.01
8081482,1,2.819453322,133.870141,4.4127,FALSE POSITIVE,K01539.01
6048024,1,62.81584402,151.47691,2.6901,FALSE POSITIVE,K01684.01
6149553,,56.86716792,157.2619128,4.23,FALSE POSITIVE,K01686.01
6198999,1,3.93246069,132.55435,2.1763,CONFIRMED,K01687.01
6310636,1,0.921030497,132.03171,2.6077,CONFIRMED,K01688.01
6616218,1,5.960400011,137.265171,2.8617,CONFIRMED,K01692.01
7761545,1,85.3514875,161.007608,6.7504,CONFIRMED,K01472.01
12365184,1,69.72646639,196.093243,3.7177,CONFIRMED,K01474.01
10748390,1,4.887803076,124.8130808,2.36255,CONFIRMED,K00003.01
11804465,1,4.437962934,171.0091259,4.69813,CONFIRMED,K00020.01
9663113,1,20.74028645,142.80003,10.3939,CONFIRMED,K00179.01
5649956,1,1.207852845,178.2142,3.5802,FALSE POSITIVE,K01540.01
4840513,1,2.379282197,133.651365,3.1729,FALSE POSITIVE,K01541.01
5217586,1,26.0692512,143.12549,7.487,FALSE POSITIVE,K01592.01
5289854,1,9.69501146,182.45413,2.75,CONFIRMED,K01593.01
5289854,2,15.3825394,139.07648,3.815,CONFIRMED,K01593.02
9895709,1,1.818939148,133.12299,1.644,FALSE POSITIVE,K01594.01
10006581,1,40.1097817,142.08227,5.2096,CONFIRMED,K01595.01
6616218,2,2.46106962,133.32138,2.184,CONFIRMED,K01692.02
6696462,1,3.403743926,137.232574,1.5017,FALSE POSITIVE,K01693.01
7220429,1,8.03753796,139.3582,2.9118,CONFIRMED,K01700.01
7222086,1,2.43902575,133.58474,1.1598,FALSE POSITIVE,K01701.01
8692861,2,242.467406,150.85827,12.808,CONFIRMED,K00172.02
12403119,1,76.13622222,199.476237,7.9393,CONFIRMED,K01478.01
9842890,1,4.9883872,358.2335,9.142,FALSE POSITIVE,K01479.01
8113154,1,2.586878667,133.817008,6.1614,FALSE POSITIVE,K01542.01
5270698,1,3.964333304,136.029542,4.7136,FALSE POSITIVE,K01543.01
5024450,1,1.525924389,355.479571,3.15998,FALSE POSITIVE,K01544.01
5282049,1,5.910371418,360.2852478,3.88962,FALSE POSITIVE,K01545.01
10027323,1,5.92365747,134.68361,2.6302,CONFIRMED,K01596.01
10027323,2,105.3582299,138.68069,3.81,CONFIRMED,K01596.02
12019440,1,3.24325988,133.6690203,3.03318,CONFIRMED,K00186.01
10004738,1,56.4758069,143.81128,5.961,CONFIRMED,K01598.01
10004738,2,92.8747294,145.93535,7.474,CONFIRMED,K01598.02
7304449,1,1.538180949,131.822823,1.2635,CONFIRMED,K01702.01
7626370,1,1.921437488,131.806204,1.9046,CONFIRMED,K01706.01
7703955,1,96.109323,187.699,9.877,CONFIRMED,K01707.01
7512982,1,20.38174802,142.31499,3.7922,CONFIRMED,K01480.01
9597806,1,5.101375725,357.48217,2.595,CONFIRMED,K01481.01
7812167,1,17.7940049,365.34666,4.091,FALSE POSITIVE,K01482.01
11760959,1,3.47021401,356.09943,2.289,FALSE POSITIVE,K01484.01
9940565,1,2.139325409,135.062261,2.8056,FALSE POSITIVE,K01548.01
9663113,2,572.376632,306.51006,24.42,CONFIRMED,K00179.02
8111381,1,2.233799622,134.720709,3.04,FALSE POSITIVE,K01550.01
5444549,1,31.13862664,415.9492,5.2482,FALSE POSITIVE,K01551.01
10004738,3,13.93068791,134.42851,2.312,CONFIRMED,K01598.03
5474613,1,20.4074846,140.1821,8.839,CONFIRMED,K01599.01
4860932,1,12.36564669,140.92029,3.644,FALSE POSITIVE,K01600.01
5438757,1,10.35078415,133.71163,6.253,CONFIRMED,K01601.01
5438757,2,62.9224936,151.6882,11.64,CONFIRMED,K01601.02
5972334,4,38.6520796,164.04455,5.607,CONFIRMED,K00191.04
7815744,1,14.20442616,142.7332,3.898,CONFIRMED,K01710.01
7955580,1,55.673582,136.54906,3.778,CONFIRMED,K01711.01
8230616,2,6.82778157,131.78839,2.3726,CONFIRMED,K01713.01
9692345,1,0.687895191,133.66492,2.4233,FALSE POSITIVE,K01485.01
7898352,1,127.2824442,163.89,7.1545,CONFIRMED,K01486.01
11402995,1,10.06083238,138.96723,4.5718,CONFIRMED,K00173.01
7898352,2,30.1837021,146.64675,5.879,CONFIRMED,K01486.02
12062667,1,2.92928244,133.72275,6.794,FALSE POSITIVE,K01487.01
7951018,1,52.75878505,156.306351,6.6517,CONFIRMED,K01553.01
9899355,1,1.332564478,354.58908,6.0325,FALSE POSITIVE,K01554.01
12644774,1,41.0772969,379.12848,5.525,FALSE POSITIVE,K01555.01
9902856,1,135.9121619,277.33,5.628,FALSE POSITIVE,K01556.01
7747425,3,42.4729078,146.28712,7.253,CONFIRMED,K01952.04
9892816,1,15.17026921,132.6655,4.3311,CONFIRMED,K01955.01
9892816,2,39.4576228,136.47398,9.557,CONFIRMED,K01955.02
9836149,1,17.8159689,134.4832,3.6765,CONFIRMED,K01958.01
4813563,1,36.5157639,151.28989,3.6577,CONFIRMED,K01959.01
2985767,1,14.07969236,139.96053,1.375,CONFIRMED,K02032.01
2304320,1,16.54081386,133.95274,2.5996,CONFIRMED,K02033.01
3657758,1,3.609313059,133.79024,1.7752,CONFIRMED,K02034.01
9790806,1,1.93155546,131.76708,1.614,CONFIRMED,K02035.01
6382217,1,8.41100305,133.79856,2.4553,CONFIRMED,K02036.01
5375194,1,13.52252364,142.17932,3.987,CONFIRMED,K01825.01
6468138,1,134.2520474,182.70534,9.0636,CONFIRMED,K01826.01
10019708,1,3.268695042,137.4817205,3.45188,CONFIRMED,K00199.01
11875734,1,99.7468804,208.39688,6.804,CONFIRMED,K01828.01
7697568,1,22.84156293,138.632,2.5997,FALSE POSITIVE,K01829.01
7046804,1,11.720124,142.173999,3.0039,CONFIRMED,K00205.01
7449136,1,4.33643506,133.85442,4.1445,CONFIRMED,K01890.01
8680979,1,15.95541913,143.30236,3.9851,CONFIRMED,K01891.01
8680979,2,8.25980352,137.47021,2.928,CONFIRMED,K01891.02
6949061,1,8.96847034,139.39473,4.4073,CONFIRMED,K01960.01
7269493,1,1.907810683,131.63784,1.8707,CONFIRMED,K01961.01
9164836,1,48.11881255,170.8396102,5.27958,FALSE POSITIVE,K00213.01
11657891,1,2.514628496,132.90904,1.6239,CONFIRMED,K01965.01
6305192,1,8.025118521,132.469133,5.3694,CONFIRMED,K00219.01
6382217,2,5.79529495,136.77974,2.272,CONFIRMED,K02036.02
8950568,1,8.30537702,139.7437,3.751,CONFIRMED,K02038.01
3326377,1,13.22714056,142.20251,3.2861,CONFIRMED,K01830.01
11601584,1,51.8098276,182.97335,6.343,CONFIRMED,K01831.01
11601584,2,4.38536428,139.22548,2.5126,CONFIRMED,K01831.02
8689793,1,3.554856338,131.80398,2.1004,CONFIRMED,K01893.01
11673802,1,5.28790754,135.36119,8.5274,CONFIRMED,K01894.01
4263293,1,8.45746636,133.87132,2.2906,CONFIRMED,K01895.01
4263293,2,17.28116957,136.00718,2.829,CONFIRMED,K01895.02
4263293,3,32.1340014,142.27582,2.691,CONFIRMED,K01895.03
6205897,1,4.417692516,133.96139,2.323,CONFIRMED,K01967.01
9650808,1,21.96401646,133.03586,2.7509,CONFIRMED,K01970.01
9650808,2,125.602323,215.4336,7.105,CONFIRMED,K01970.02
8950568,2,12.51353325,139.42461,4.301,CONFIRMED,K02038.02
8950568,4,17.9134215,135.52921,4.364,CONFIRMED,K02038.03
8950568,3,25.2149143,152.6912,5.76,CONFIRMED,K02038.04
11709244,1,4.544436472,134.90159,1.8141,CONFIRMED,K01832.01
11709244,2,12.76220558,143.73026,2.0688,CONFIRMED,K01832.02
11709244,3,38.7149617,134.0313,3.441,CONFIRMED,K01832.03
10019708,2,8.78458274,135.37812,6.459,FALSE POSITIVE,K00199.02
11853878,1,3.69298623,132.73624,1.7744,CONFIRMED,K01833.01
5728139,1,5.334082429,131.981761,6.2226,CONFIRMED,K00206.01
7668663,1,6.4980147,136.00108,2.4384,CONFIRMED,K01898.01
7047922,1,19.76169247,135.17794,3.9097,CONFIRMED,K01899.01
9353314,1,5.18498961,131.8814,2.1397,CONFIRMED,K01900.01
9347009,1,19.32945602,133.26717,3.794,CONFIRMED,K01971.01
4917596,1,3.290114076,133.15709,1.5151,CONFIRMED,K01973.01
4743513,1,2.086075752,170.965627,2.2647,FALSE POSITIVE,K00024.01
11046458,1,3.311864148,131.7427761,1.4049,CONFIRMED,K00214.01
7132798,1,2.422084188,132.940079,2.5613,CONFIRMED,K00220.01
9656252,1,16.92342126,145.81407,4.1864,CONFIRMED,K02044.01
6026438,1,5.47665801,135.70431,2.5482,CONFIRMED,K02045.01
9471268,2,4.580346161,134.0754,2.097,CONFIRMED,K01835.01
9471268,1,2.248288213,133.425805,2.0361,CONFIRMED,K01835.02
9471268,3,6.76690759,136.61633,1.7062,CONFIRMED,K01835.03
10657406,1,34.1732156,137.78862,4.7679,CONFIRMED,K01837.01
5526527,1,16.7364755,143.13606,2.151,CONFIRMED,K01838.01
5809954,1,137.8645881,172.8113,1.922,FALSE POSITIVE,K01902.01
8766650,1,12.43929428,136.37952,3.176,CONFIRMED,K01904.01
10328393,1,7.62635494,136.01585,2.4168,CONFIRMED,K01905.01
7094486,1,11.35010642,134.04612,2.2792,CONFIRMED,K01907.01
8543100,1,7.56052209,134.47889,3.8573,CONFIRMED,K01975.01
2693736,1,12.12401737,134.955,3.3091,CONFIRMED,K01976.01
9412760,1,9.38740646,137.38383,1.6165,CONFIRMED,K01977.01
9412760,2,7.41556471,137.81512,1.973,CONFIRMED,K01977.02
6026438,2,24.2101973,141.4698,4.046,CONFIRMED,K02045.02
10663396,1,23.8990075,151.39847,15.955,CONFIRMED,K02046.01
11457726,1,6.22161107,131.99094,3.4117,CONFIRMED,K02047.01
8956206,1,6.17998508,132.72278,2.1094,CONFIRMED,K02048.01
9649706,1,1.569066598,133.04032,2.7803,CONFIRMED,K02049.01
5856571,1,9.59068586,132.68264,3.452,CONFIRMED,K01839.01
7765528,1,7.03932913,133.85433,3.514,CONFIRMED,K01840.01
11760231,1,49.6075771,138.41517,2.9575,CONFIRMED,K01841.01
6046540,1,7.340714946,134.3457036,2.9987,CONFIRMED,K00200.01
5706966,1,12.55111099,137.26226,3.1293,CONFIRMED,K01908.01
3762468,1,3.003879547,134.709874,3.2848,CONFIRMED,K00208.01
5706966,2,24.0884178,134.42178,3.952,CONFIRMED,K01908.02
10130039,1,12.75800092,133.95888,4.1828,CONFIRMED,K01909.01
10130039,2,5.47033376,131.49548,3.1441,CONFIRMED,K01909.02
9518318,1,6.51112385,131.70646,1.6919,CONFIRMED,K01978.01
9518318,2,23.85163321,147.61456,2.4453,CONFIRMED,K01978.02
7273277,1,2.714078374,133.71179,1.3115,CONFIRMED,K01979.01
11769890,1,122.8799543,165.46356,7.835,CONFIRMED,K01980.01
12301181,1,6.14728341,134.87289,2.7645,CONFIRMED,K02059.01
6774880,1,34.3511339,134.19046,4.4408,CONFIRMED,K02062.01
3937519,1,3.413036353,132.443054,2.61366,CONFIRMED,K00221.01
7449541,1,3.00725068,131.90484,4.4302,CONFIRMED,K02063.01
5080636,1,4.194496867,134.13511,1.7807,CONFIRMED,K01843.01
3338885,1,1.970340203,131.948389,1.7901,CONFIRMED,K01845.01
6776401,1,26.85323647,143.31303,4.4557,CONFIRMED,K01847.01
10130039,3,25.0985083,145.56829,2.7727,CONFIRMED,K01909.03
8226050,1,34.2685741,147.05143,4.8251,CONFIRMED,K01910.01
9965957,1,5.75321539,136.75617,1.7948,CONFIRMED,K01911.01
9704384,1,5.50860699,132.2983,3.0788,CONFIRMED,K01913.01
8426567,1,18.93055119,143.25058,3.372,CONFIRMED,K01914.01
12508335,1,42.94386258,155.206515,3.7591,FALSE POSITIVE,K00215.01
8257205,1,148.4601819,151.38686,5.499,CONFIRMED,K01986.01
9044228,1,0.934885365,131.580676,1.4083,CONFIRMED,K01988.01
7265298,1,25.7626846,147.6963,6.908,CONFIRMED,K02051.01
7265298,2,11.0317836,362.3431,4.753,CONFIRMED,K02051.02
7132798,2,4.12511935,133.64014,2.877,CONFIRMED,K00220.02
2307415,2,13.12162167,133.39526,3.6138,CONFIRMED,K02053.01
7430034,1,49.6220669,137.10149,7.222,CONFIRMED,K01848.01
9735426,1,8.08801663,138.73516,1.8334,CONFIRMED,K01849.01
8826168,1,11.55103848,134.90803,3.3601,CONFIRMED,K01850.01
10464050,1,4.469754641,131.84402,1.813,CONFIRMED,K01851.01
9763348,1,15.77382794,137.53051,4.957,CONFIRMED,K01852.01
9101496,1,6.56226483,132.61123,4.0144,CONFIRMED,K01915.01
6037581,2,20.67876365,151.69245,4.6395,CONFIRMED,K01916.01
10723750,1,50.79034648,135.632759,10.8474,CONFIRMED,K00209.01
6037581,1,9.59993246,136.58227,4.3206,CONFIRMED,K01916.02
6037581,3,2.0248205,132.35465,2.55,CONFIRMED,K01916.03
10779233,1,201.118319,187.56986,10.328,CONFIRMED,K01989.01
11614617,1,24.7577652,142.06826,6.998,CONFIRMED,K01990.01
11450414,1,12.7983174,133.64979,6.401,CONFIRMED,K01992.01
4736569,1,10.13200555,132.91155,3.1683,CONFIRMED,K01996.01
10384798,1,38.505224,158.30491,5.941,CONFIRMED,K01997.01
2307415,1,4.6126736,132.7757,3.0643,CONFIRMED,K02053.02
3128552,1,8.67890312,133.03651,3.5317,CONFIRMED,K02055.01
9573685,1,5.94565516,133.99359,2.1604,CONFIRMED,K02057.01
10329835,1,1.52373073,131.61813,1.4796,CONFIRMED,K02058.01
6849046,1,4.225384543,137.5606891,2.82038,CONFIRMED,K00201.01
8804397,1,60.0853848,153.25707,7.007,CONFIRMED,K01853.01
9662811,1,43.0343364,137.69007,6.571,CONFIRMED,K01854.01
8218379,1,16.57099265,133.90704,2.9052,CONFIRMED,K01920.01
7755636,1,16.00496657,135.25305,6.5047,CONFIRMED,K01921.01
9411166,1,1.954525966,132.29679,2.0944,CONFIRMED,K01922.01
4989057,1,7.23400381,137.67742,2.165,CONFIRMED,K01923.01
9834040,1,6.77408984,135.95524,2.6215,CONFIRMED,K01998.01
6152974,1,20.17202467,141.209182,3.1488,CONFIRMED,K00216.01
8802693,1,26.41044199,149.39541,3.0715,CONFIRMED,K02000.01
10024701,1,14.37504582,139.05924,3.208,CONFIRMED,K02002.01
9304101,1,13.24503482,142.00573,4.4078,CONFIRMED,K02067.01
11360571,1,77.2550726,159.32399,10.214,CONFIRMED,K02069.01
6035124,1,3.85690686,134.47405,2.0808,CONFIRMED,K02071.01
8160953,1,116.3311739,173.68887,7.025,CONFIRMED,K01858.01
4157325,1,6.31943553,132.22892,3.3422,CONFIRMED,K01860.01
4157325,2,12.20951755,360.3204,4.1808,CONFIRMED,K01860.02
5108214,1,2.11913005,132.59,4.141,FALSE POSITIVE,K01924.01
9955598,1,68.958447,179.08158,3.128,CONFIRMED,K01925.01
10723750,2,18.79591276,145.821854,7.5235,CONFIRMED,K00209.02
7219761,,47.76397728,165.041066,4.08,FALSE POSITIVE,K01927.01
10136549,1,9.69315023,132.81362,5.6725,CONFIRMED,K01929.01
9851271,1,8.48031229,135.85319,7.105,FALSE POSITIVE,K02003.01
12154526,1,56.1886436,146.37945,6.5272,CONFIRMED,K02004.01
6665512,1,6.92101452,135.64343,4.3591,CONFIRMED,K02005.01
10525027,1,3.27344784,134.45023,1.7292,CONFIRMED,K02006.01
11069176,1,15.3789014,143.40629,4.662,CONFIRMED,K02007.01
3128793,1,24.68662378,137.53976,15.168,FALSE POSITIVE,K01786.01
5864975,1,98.7179332,131.58694,6.593,CONFIRMED,K01787.01
2975770,1,71.52543938,191.69147,5.9189,CONFIRMED,K01788.01
7877496,1,1.72086129,133.0209998,2.0243,CONFIRMED,K00202.01
7286173,1,56.4349933,151.41082,4.7381,CONFIRMED,K01862.01
10136549,2,3.29276797,133.00741,4.8069,CONFIRMED,K01929.02
5511081,1,13.72710334,138.74473,7.3419,CONFIRMED,K01930.01
5511081,2,24.3110031,137.0394,8.7682,CONFIRMED,K01930.02
5511081,3,44.4304059,143.5462,10.306,CONFIRMED,K01930.03
5511081,4,9.34145925,132.38581,6.18,CONFIRMED,K01930.04
10978763,1,4.97760447,134.67304,2.5719,CONFIRMED,K01931.01
11069176,2,21.1285655,149.27632,3.852,CONFIRMED,K02007.02
8098728,1,24.4851178,137.6248,4.642,FALSE POSITIVE,K02008.01
6152974,2,7.51854537,132.53078,2.845,CONFIRMED,K00216.02
5631630,1,25.96190067,138.96908,6.2732,CONFIRMED,K02010.01
6504954,1,130.3543929,144.06022,6.474,CONFIRMED,K01790.01
9410930,1,1.855557556,137.181028,2.35672,CONFIRMED,K00196.01
6153672,1,3.364425589,131.66843,1.3261,FALSE POSITIVE,K01794.01
10676014,1,16.78175788,139.79356,3.7386,CONFIRMED,K01797.01
9520838,1,105.3035093,207.17015,6.214,CONFIRMED,K01866.01
8167996,1,2.549562652,132.60803,1.6999,CONFIRMED,K01867.01
8167996,2,13.96950181,132.17062,1.5871,CONFIRMED,K01867.02
8167996,3,5.21230171,132.71052,2.098,CONFIRMED,K01867.03
6773862,1,17.76076524,137.50778,1.6679,CONFIRMED,K01868.01
10978763,3,10.55840479,136.34449,3.366,CONFIRMED,K01931.02
10978763,2,6.98800953,132.56964,3.103,CONFIRMED,K01931.03
5202905,1,22.8245144,144.46843,6.617,CONFIRMED,K01932.01
9072190,1,49.1011093,136.47265,6.341,CONFIRMED,K01933.01
5384079,1,7.05675145,132.53512,2.0261,CONFIRMED,K02011.01
9839821,1,34.8536903,164.04668,5.333,CONFIRMED,K02012.01
4056616,1,2.41434868,132.42878,1.2701,CONFIRMED,K02013.01
6707908,1,2.466070972,132.32097,1.9559,FALSE POSITIVE,K02014.01
8492026,1,4.30656389,132.44098,4.1107,CONFIRMED,K02016.01
6867766,1,12.96471775,136.143342,1.8303,FALSE POSITIVE,K01798.01
6058614,1,1.731079436,134.77977,1.8419,FALSE POSITIVE,K01799.01
11017901,1,7.794302043,137.260385,1.1081,CONFIRMED,K01800.01
5088591,1,14.5324483,140.72407,3.13,CONFIRMED,K01801.01
11298298,1,5.248667607,135.516708,1.917,CONFIRMED,K01802.01
10187159,1,7.96431492,136.81646,1.5342,CONFIRMED,K01870.01
10619192,1,1.485710994,132.7935653,2.2874,CONFIRMED,K00203.01
4939346,1,71.3116598,132.39239,8.813,CONFIRMED,K01873.01
5396122,1,15.44428875,138.1678,2.0791,FALSE POSITIVE,K01935.01
10190777,1,1.411230023,132.641925,1.4325,CONFIRMED,K01937.01
9651234,1,96.9151707,187.08955,6.065,CONFIRMED,K01938.01
7045496,1,13.47472742,133.48999,2.5995,CONFIRMED,K01939.01
8750043,1,2.29503515,132.69329,1.654,CONFIRMED,K02017.01
9973109,1,27.495634,133.28538,4.858,CONFIRMED,K02018.01
6226290,1,14.08826442,137.34334,4.1847,CONFIRMED,K02019.01
9595827,1,3.905081685,133.4150433,2.8213,CONFIRMED,K00217.01
9349482,1,110.9643706,187.04621,12.831,CONFIRMED,K02020.01
4644952,1,6.94135824,137.5437,1.8899,CONFIRMED,K01805.01
2987027,1,17.27629668,133.839172,3.94738,CONFIRMED,K00197.01
4644952,3,31.7821117,134.8645,3.856,CONFIRMED,K01805.02
4644952,2,4.36273233,135.23342,2.2375,CONFIRMED,K01805.03
8978528,1,18.6848377,136.14587,3.7965,CONFIRMED,K01874.01
8978528,2,7.41634701,135.85372,2.1362,CONFIRMED,K01874.02
9967771,2,9.91724268,135.1389,3.2241,CONFIRMED,K01875.01
11622600,1,82.5341188,209.12763,4.8556,CONFIRMED,K01876.01
10454632,1,20.16037858,144.34281,4.13,CONFIRMED,K01877.01
10005788,1,10.99470891,137.35769,1.5929,CONFIRMED,K01940.01
5213902,1,1.194812329,132.18329,1.3777,FALSE POSITIVE,K01941.01
6356207,1,3.76417012,132.35462,2.0111,CONFIRMED,K02021.01
8564674,1,5.92972237,135.49811,2.518,CONFIRMED,K02022.01
8564674,2,12.2476121,138.2196,3.209,CONFIRMED,K02022.02
4544907,1,46.8776724,137.66791,10.041,CONFIRMED,K02024.01
8240797,1,13.09390911,144.525,2.2805,CONFIRMED,K01809.01
8240797,2,4.915385452,132.69448,2.7757,CONFIRMED,K01809.02
8164262,1,87.455958,136.23042,18.257,FALSE POSITIVE,K01810.01
6279974,1,0.805259257,132.100916,1.42246,FALSE POSITIVE,K01812.01
9455325,1,9.76785911,139.43968,2.1649,CONFIRMED,K01813.01
8367644,1,22.08551599,135.23432,2.1727,CONFIRMED,K01879.01
10332883,1,1.151166776,133.231766,1.0907,CONFIRMED,K01880.01
9071386,1,4.693305543,136.8627229,5.17249,FALSE POSITIVE,K00023.01
9305831,1,3.246732048,133.379165,3.0535,CONFIRMED,K00204.01
2438513,2,8.3606759,138.81934,6.287,FALSE POSITIVE,K01944.02
11656918,1,62.1385979,161.14834,4.2938,CONFIRMED,K01945.01
